movieId,title,year,genres,average_rating,num_ratings
70,From Dusk Till Dawn,1996.0,"['Action', 'Comedy', 'Horror', 'Thriller']",3.51,55
73,"Misérables, Les",1995.0,"['Drama', 'War']",3.46,13
76,Screamers,1995.0,"['Action', 'Sci-Fi', 'Thriller']",3.4,15
79,"Juror, The",1996.0,"['Drama', 'Thriller']",2.76,17
81,Things to Do in Denver When You're Dead,1995.0,"['Crime', 'Drama', 'Romance']",3.11,14
86,White Squall,1996.0,"['Action', 'Adventure', 'Drama']",3.97,15
88,Black Sheep,1996.0,['Comedy'],3.16,16
95,Broken Arrow,1996.0,"['Action', 'Adventure', 'Thriller']",3.02,84
100,City Hall,1996.0,"['Drama', 'Thriller']",2.79,14
101,Bottle Rocket,1996.0,"['Adventure', 'Comedy', 'Crime', 'Romance']",3.78,23
104,Happy Gilmore,1996.0,['Comedy'],3.44,99
105,"Bridges of Madison County, The",1995.0,"['Drama', 'Romance']",3.28,23
107,Muppet Treasure Island,1996.0,"['Adventure', 'Children', 'Comedy', 'Musical']",3.33,26
110,Braveheart,1995.0,"['Action', 'Drama', 'War']",4.03,237
111,Taxi Driver,1976.0,"['Crime', 'Drama', 'Thriller']",4.11,104
112,Rumble in the Bronx (Hont faan kui),1995.0,"['Action', 'Adventure', 'Comedy', 'Crime']",3.54,46
122,Boomerang,1992.0,"['Comedy', 'Romance']",2.66,16
125,Flirting With Disaster,1996.0,['Comedy'],3.58,12
135,Down Periscope,1996.0,['Comedy'],2.95,31
140,Up Close and Personal,1996.0,"['Drama', 'Romance']",3.5,16
141,"Birdcage, The",1996.0,['Comedy'],3.49,86
144,"Brothers McMullen, The",1995.0,['Comedy'],3.33,12
145,Bad Boys,1995.0,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']",3.25,51
147,"Basketball Diaries, The",1995.0,['Drama'],3.47,15
150,Apollo 13,1995.0,"['Adventure', 'Drama', 'IMAX']",3.85,201
151,Rob Roy,1995.0,"['Action', 'Drama', 'Romance', 'War']",3.55,44
153,Batman Forever,1995.0,"['Action', 'Adventure', 'Comedy', 'Crime']",2.92,137
154,Beauty of the Day (Belle de jour),1967.0,['Drama'],3.88,12
157,Canadian Bacon,1995.0,"['Comedy', 'War']",2.86,11
158,Casper,1995.0,"['Adventure', 'Children']",2.81,62
159,Clockers,1995.0,"['Crime', 'Drama', 'Mystery']",2.89,14
160,Congo,1995.0,"['Action', 'Adventure', 'Mystery', 'Sci-Fi']",2.88,57
161,Crimson Tide,1995.0,"['Drama', 'Thriller', 'War']",3.64,103
162,Crumb,1994.0,['Documentary'],4.21,17
163,Desperado,1995.0,"['Action', 'Romance', 'Western']",3.56,66
164,Devil in a Blue Dress,1995.0,"['Crime', 'Film-Noir', 'Mystery', 'Thriller']",3.32,14
165,Die Hard: With a Vengeance,1995.0,"['Action', 'Crime', 'Thriller']",3.56,144
168,First Knight,1995.0,"['Action', 'Drama', 'Romance']",3.08,54
170,Hackers,1995.0,"['Action', 'Adventure', 'Crime', 'Thriller']",3.23,35
172,Johnny Mnemonic,1995.0,"['Action', 'Sci-Fi', 'Thriller']",2.68,53
173,Judge Dredd,1995.0,"['Action', 'Crime', 'Sci-Fi']",2.67,62
175,Kids,1995.0,['Drama'],3.98,20
176,Living in Oblivion,1995.0,['Comedy'],4.31,13
180,Mallrats,1995.0,"['Comedy', 'Romance']",3.4,36
181,Mighty Morphin Power Rangers: The Movie,1995.0,"['Action', 'Children']",2.26,17
185,"Net, The",1995.0,"['Action', 'Crime', 'Thriller']",3.04,112
186,Nine Months,1995.0,"['Comedy', 'Romance']",2.82,48
188,"Prophecy, The",1995.0,"['Fantasy', 'Horror', 'Mystery']",3.46,12
193,Showgirls,1995.0,['Drama'],2.47,35
194,Smoke,1995.0,"['Comedy', 'Drama']",3.67,18
196,Species,1995.0,"['Horror', 'Sci-Fi']",2.67,45
198,Strange Days,1995.0,"['Action', 'Crime', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']",3.25,28
203,"To Wong Foo, Thanks for Everything! Julie Newmar",1995.0,['Comedy'],3.43,22
204,Under Siege 2: Dark Territory,1995.0,['Action'],2.72,30
207,"Walk in the Clouds, A",1995.0,"['Drama', 'Romance']",3.43,21
208,Waterworld,1995.0,"['Action', 'Adventure', 'Sci-Fi']",2.91,115
215,Before Sunrise,1995.0,"['Drama', 'Romance']",4.04,24
216,Billy Madison,1995.0,['Comedy'],3.33,49
218,Boys on the Side,1995.0,"['Comedy', 'Drama']",3.43,14
222,Circle of Friends,1995.0,"['Drama', 'Romance']",3.75,16
223,Clerks,1994.0,['Comedy'],3.86,104
224,Don Juan DeMarco,1995.0,"['Comedy', 'Drama', 'Romance']",3.61,40
225,Disclosure,1994.0,"['Drama', 'Thriller']",3.54,52
227,Drop Zone,1994.0,"['Action', 'Thriller']",2.86,22
230,Dolores Claiborne,1995.0,"['Drama', 'Thriller']",3.4,24
231,Dumb & Dumber (Dumb and Dumber),1994.0,"['Adventure', 'Comedy']",3.06,133
232,Eat Drink Man Woman (Yin shi nan nu),1994.0,"['Comedy', 'Drama', 'Romance']",3.89,14
233,Exotica,1994.0,['Drama'],3.5,12
234,Exit to Eden,1994.0,['Comedy'],2.59,17
235,Ed Wood,1994.0,"['Comedy', 'Drama']",3.68,70
236,French Kiss,1995.0,"['Action', 'Comedy', 'Romance']",3.48,45
237,Forget Paris,1995.0,"['Comedy', 'Romance']",3.34,22
239,"Goofy Movie, A",1995.0,"['Animation', 'Children', 'Comedy', 'Romance']",3.0,17
246,Hoop Dreams,1994.0,['Documentary'],4.29,29
247,Heavenly Creatures,1994.0,"['Crime', 'Drama']",3.93,21
248,Houseguest,1994.0,['Comedy'],3.18,17
249,Immortal Beloved,1994.0,"['Drama', 'Romance']",3.72,18
252,I.Q.,1994.0,"['Comedy', 'Romance']",3.45,43
253,Interview with the Vampire: The Vampire Chronicles,1994.0,"['Drama', 'Horror']",3.46,109
256,Junior,1994.0,"['Comedy', 'Sci-Fi']",2.83,35
257,Just Cause,1995.0,"['Mystery', 'Thriller']",3.5,14
260,Star Wars: Episode IV - A New Hope,1977.0,"['Action', 'Adventure', 'Sci-Fi']",4.23,251
261,Little Women,1994.0,['Drama'],3.88,42
262,"Little Princess, A",1995.0,"['Children', 'Drama']",3.9,21
265,Like Water for Chocolate (Como agua para chocolate),1992.0,"['Drama', 'Fantasy', 'Romance']",3.94,33
266,Legends of the Fall,1994.0,"['Drama', 'Romance', 'War', 'Western']",3.4,68
267,Major Payne,1995.0,['Comedy'],2.94,17
272,"Madness of King George, The",1994.0,"['Comedy', 'Drama']",3.76,31
273,Mary Shelley's Frankenstein (Frankenstein),1994.0,"['Drama', 'Horror', 'Sci-Fi']",2.95,28
276,Milk Money,1994.0,"['Comedy', 'Romance']",3.25,22
277,Miracle on 34th Street,1994.0,['Drama'],3.22,38
280,Murder in the First,1995.0,"['Drama', 'Thriller']",4.08,13
281,Nobody's Fool,1994.0,"['Comedy', 'Drama', 'Romance']",3.79,14
282,Nell,1994.0,['Drama'],3.34,40
288,Natural Born Killers,1994.0,"['Action', 'Crime', 'Thriller']",3.23,92
290,Once Were Warriors,1994.0,"['Crime', 'Drama']",4.04,14
292,Outbreak,1995.0,"['Action', 'Drama', 'Sci-Fi', 'Thriller']",3.43,101
293,Léon: The Professional (a.k.a. The Professional) (Léon),1994.0,"['Action', 'Crime', 'Drama', 'Thriller']",4.02,133
296,Pulp Fiction,1994.0,"['Comedy', 'Crime', 'Drama', 'Thriller']",4.2,307
300,Quiz Show,1994.0,['Drama'],3.52,81
303,"Quick and the Dead, The",1995.0,"['Action', 'Thriller', 'Western']",2.95,32
306,Three Colors: Red (Trois couleurs: Rouge),1994.0,['Drama'],4.22,16
307,Three Colors: Blue (Trois couleurs: Bleu),1993.0,['Drama'],3.9,24
308,Three Colors: White (Trzy kolory: Bialy),1994.0,"['Comedy', 'Drama']",4.03,20
314,"Secret of Roan Inish, The",1994.0,"['Children', 'Drama', 'Fantasy', 'Mystery']",3.75,16
315,"Specialist, The",1994.0,"['Action', 'Drama', 'Thriller']",3.08,38
316,Stargate,1994.0,"['Action', 'Adventure', 'Sci-Fi']",3.38,140
317,"Santa Clause, The",1994.0,"['Comedy', 'Drama', 'Fantasy']",3.2,81
318,"Shawshank Redemption, The",1994.0,"['Crime', 'Drama']",4.43,317
319,Shallow Grave,1994.0,"['Comedy', 'Drama', 'Thriller']",3.6,20
327,Tank Girl,1995.0,"['Action', 'Comedy', 'Sci-Fi']",2.82,34
329,Star Trek: Generations,1994.0,"['Adventure', 'Drama', 'Sci-Fi']",3.39,108
332,Village of the Damned,1995.0,"['Horror', 'Sci-Fi']",2.83,12
333,Tommy Boy,1995.0,['Comedy'],3.78,50
337,What's Eating Gilbert Grape,1993.0,['Drama'],3.77,77
338,Virtuosity,1995.0,"['Action', 'Sci-Fi', 'Thriller']",2.84,19
339,While You Were Sleeping,1995.0,"['Comedy', 'Romance']",3.47,98
342,Muriel's Wedding,1994.0,['Comedy'],3.27,33
344,Ace Ventura: Pet Detective,1994.0,['Comedy'],3.04,161
345,"Adventures of Priscilla, Queen of the Desert, The",1994.0,"['Comedy', 'Drama']",3.6,36
348,Bullets Over Broadway,1994.0,['Comedy'],3.58,30
349,Clear and Present Danger,1994.0,"['Action', 'Crime', 'Drama', 'Thriller']",3.6,110
350,"Client, The",1994.0,"['Drama', 'Mystery', 'Thriller']",3.39,57
351,"Corrina, Corrina",1994.0,"['Comedy', 'Drama', 'Romance']",3.18,17
353,"Crow, The",1994.0,"['Action', 'Crime', 'Fantasy', 'Thriller']",3.61,64
355,"Flintstones, The",1994.0,"['Children', 'Comedy', 'Fantasy']",2.36,42
356,Forrest Gump,1994.0,"['Comedy', 'Drama', 'Romance', 'War']",4.16,329
357,Four Weddings and a Funeral,1994.0,"['Comedy', 'Romance']",3.52,103
361,It Could Happen to You,1994.0,"['Comedy', 'Drama', 'Romance']",3.06,17
362,"Jungle Book, The",1994.0,"['Adventure', 'Children', 'Romance']",3.53,34
364,"Lion King, The",1994.0,"['Adventure', 'Animation', 'Children', 'Drama', 'Musical', 'IMAX']",3.94,172
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A)",1994.0,"['Drama', 'Horror', 'Mystery', 'Thriller']",2.92,12
367,"Mask, The",1994.0,"['Action', 'Comedy', 'Crime', 'Fantasy']",3.18,157
368,Maverick,1994.0,"['Adventure', 'Comedy', 'Western']",3.5,74
370,Naked Gun 33 1/3: The Final Insult,1994.0,"['Action', 'Comedy']",3.06,58
371,"Paper, The",1994.0,"['Comedy', 'Drama']",3.31,21
372,Reality Bites,1994.0,"['Comedy', 'Drama', 'Romance']",2.76,21
373,Red Rock West,1992.0,['Thriller'],3.64,11
374,Richie Rich,1994.0,"['Children', 'Comedy']",2.2,25
376,"River Wild, The",1994.0,"['Action', 'Thriller']",3.25,40
377,Speed,1994.0,"['Action', 'Romance', 'Thriller']",3.53,171
379,Timecop,1994.0,"['Action', 'Sci-Fi', 'Thriller']",2.5,21
380,True Lies,1994.0,"['Action', 'Adventure', 'Comedy', 'Romance', 'Thriller']",3.5,178
381,When a Man Loves a Woman,1994.0,"['Drama', 'Romance']",3.82,11
382,Wolf,1994.0,"['Drama', 'Horror', 'Romance', 'Thriller']",3.16,16
383,Wyatt Earp,1994.0,['Western'],3.1,21
405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension),1994.0,"['Action', 'Fantasy']",2.42,12
410,Addams Family Values,1993.0,"['Children', 'Comedy', 'Fantasy']",3.1,84
412,"Age of Innocence, The",1993.0,['Drama'],3.5,15
413,Airheads,1994.0,['Comedy'],2.79,26
415,Another Stakeout,1993.0,"['Comedy', 'Thriller']",2.53,16
417,Barcelona,1994.0,"['Comedy', 'Romance']",3.69,13
419,"Beverly Hillbillies, The",1993.0,['Comedy'],2.68,20
420,Beverly Hills Cop III,1994.0,"['Action', 'Comedy', 'Crime', 'Thriller']",2.72,59
421,Black Beauty,1994.0,"['Adventure', 'Children', 'Drama']",3.21,12
427,Boxing Helena,1993.0,"['Drama', 'Mystery', 'Romance', 'Thriller']",2.54,12
428,"Bronx Tale, A",1993.0,['Drama'],3.72,18
431,Carlito's Way,1993.0,"['Crime', 'Drama']",3.74,42
432,City Slickers II: The Legend of Curly's Gold,1994.0,"['Adventure', 'Comedy', 'Western']",2.65,55
434,Cliffhanger,1993.0,"['Action', 'Adventure', 'Thriller']",3.03,101
435,Coneheads,1993.0,"['Comedy', 'Sci-Fi']",2.42,63
440,Dave,1993.0,"['Comedy', 'Romance']",3.55,76
441,Dazed and Confused,1993.0,['Comedy'],3.93,42
442,Demolition Man,1993.0,"['Action', 'Adventure', 'Sci-Fi']",3.09,81
445,Fatal Instinct,1993.0,['Comedy'],3.0,12
454,"Firm, The",1993.0,"['Drama', 'Thriller']",3.53,101
455,Free Willy,1993.0,"['Adventure', 'Children', 'Drama']",2.39,37
457,"Fugitive, The",1993.0,['Thriller'],3.99,190
466,Hot Shots! Part Deux,1993.0,"['Action', 'Comedy', 'War']",2.87,60
468,"Englishman Who Went Up a Hill But Came Down a Mountain, The",1995.0,"['Comedy', 'Romance']",3.2,22
471,"Hudsucker Proxy, The",1994.0,['Comedy'],3.55,40
474,In the Line of Fire,1993.0,"['Action', 'Thriller']",3.69,70
475,In the Name of the Father,1993.0,['Drama'],4.3,25
477,What's Love Got to Do with It?,1993.0,"['Drama', 'Musical']",3.38,17
480,Jurassic Park,1993.0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",3.75,238
481,Kalifornia,1993.0,"['Drama', 'Thriller']",3.16,19
485,Last Action Hero,1993.0,"['Action', 'Adventure', 'Comedy', 'Fantasy']",2.93,53
489,Made in America,1993.0,['Comedy'],2.86,11
490,Malice,1993.0,['Thriller'],3.0,12
491,"Man Without a Face, The",1993.0,['Drama'],3.29,17
492,Manhattan Murder Mystery,1993.0,"['Comedy', 'Mystery']",3.75,14
493,Menace II Society,1993.0,"['Action', 'Crime', 'Drama']",3.67,12
494,Executive Decision,1996.0,"['Action', 'Adventure', 'Thriller']",3.38,41
497,Much Ado About Nothing,1993.0,"['Comedy', 'Romance']",3.81,43
500,Mrs. Doubtfire,1993.0,"['Comedy', 'Drama']",3.39,144
502,"Next Karate Kid, The",1994.0,"['Action', 'Children', 'Romance']",2.37,15
507,"Perfect World, A",1993.0,"['Crime', 'Drama', 'Thriller']",3.38,13
508,Philadelphia,1993.0,['Drama'],3.61,66
509,"Piano, The",1993.0,"['Drama', 'Romance']",3.54,61
514,"Ref, The",1994.0,['Comedy'],3.42,18
515,"Remains of the Day, The",1993.0,"['Drama', 'Romance']",3.6,24
516,Renaissance Man,1994.0,"['Comedy', 'Drama']",3.06,18
519,RoboCop 3,1993.0,"['Action', 'Crime', 'Drama', 'Sci-Fi', 'Thriller']",2.4,21
520,Robin Hood: Men in Tights,1993.0,['Comedy'],3.13,69
524,Rudy,1993.0,['Drama'],3.49,34
527,Schindler's List,1993.0,"['Drama', 'War']",4.22,220
529,Searching for Bobby Fischer,1993.0,['Drama'],3.88,40
531,"Secret Garden, The",1993.0,"['Children', 'Drama']",3.25,24
532,Serial Mom,1994.0,"['Comedy', 'Crime', 'Horror']",3.0,16
533,"Shadow, The",1994.0,"['Action', 'Adventure', 'Fantasy', 'Mystery']",2.89,18
534,Shadowlands,1993.0,"['Drama', 'Romance']",3.61,14
535,Short Cuts,1993.0,['Drama'],3.27,15
537,Sirens,1994.0,['Drama'],3.17,12
538,Six Degrees of Separation,1993.0,['Drama'],3.58,12
539,Sleepless in Seattle,1993.0,"['Comedy', 'Drama', 'Romance']",3.47,106
540,Sliver,1993.0,['Thriller'],2.67,18
541,Blade Runner,1982.0,"['Action', 'Sci-Fi', 'Thriller']",4.1,124
542,Son in Law,1993.0,"['Comedy', 'Drama', 'Romance']",2.79,14
543,So I Married an Axe Murderer,1993.0,"['Comedy', 'Romance', 'Thriller']",3.32,41
546,Super Mario Bros.,1993.0,"['Action', 'Adventure', 'Children', 'Comedy', 'Fantasy', 'Sci-Fi']",2.0,21
551,"Nightmare Before Christmas, The",1993.0,"['Animation', 'Children', 'Fantasy', 'Musical']",3.55,93
552,"Three Musketeers, The",1993.0,"['Action', 'Adventure', 'Comedy', 'Romance']",3.26,61
553,Tombstone,1993.0,"['Action', 'Drama', 'Western']",3.82,65
555,True Romance,1993.0,"['Crime', 'Thriller']",3.8,65
562,Welcome to the Dollhouse,1995.0,"['Comedy', 'Drama']",3.54,23
575,"Little Rascals, The",1994.0,"['Children', 'Comedy']",2.66,16
585,"Brady Bunch Movie, The",1995.0,['Comedy'],2.74,36
586,Home Alone,1990.0,"['Children', 'Comedy']",3.0,116
587,Ghost,1990.0,"['Comedy', 'Drama', 'Fantasy', 'Romance', 'Thriller']",3.43,115
588,Aladdin,1992.0,"['Adventure', 'Animation', 'Children', 'Comedy', 'Musical']",3.79,183
589,Terminator 2: Judgment Day,1991.0,"['Action', 'Sci-Fi']",3.97,224
590,Dances with Wolves,1990.0,"['Adventure', 'Drama', 'Western']",3.84,164
592,Batman,1989.0,"['Action', 'Crime', 'Thriller']",3.43,189
593,"Silence of the Lambs, The",1991.0,"['Crime', 'Horror', 'Thriller']",4.16,279
594,Snow White and the Seven Dwarfs,1937.0,"['Animation', 'Children', 'Drama', 'Fantasy', 'Musical']",3.62,77
595,Beauty and the Beast,1991.0,"['Animation', 'Children', 'Fantasy', 'Musical', 'Romance', 'IMAX']",3.77,146
596,Pinocchio,1940.0,"['Animation', 'Children', 'Fantasy', 'Musical']",3.45,60
597,Pretty Woman,1990.0,"['Comedy', 'Romance']",3.49,135
599,"Wild Bunch, The",1969.0,"['Adventure', 'Western']",3.82,11
608,Fargo,1996.0,"['Comedy', 'Crime', 'Drama', 'Thriller']",4.12,181
609,Homeward Bound II: Lost in San Francisco,1996.0,"['Adventure', 'Children']",3.57,14
610,Heavy Metal,1981.0,"['Action', 'Adventure', 'Animation', 'Horror', 'Sci-Fi']",3.55,33
616,"Aristocats, The",1970.0,"['Animation', 'Children']",3.41,45
628,Primal Fear,1996.0,"['Crime', 'Drama', 'Mystery', 'Thriller']",3.64,35
631,All Dogs Go to Heaven 2,1996.0,"['Adventure', 'Animation', 'Children', 'Fantasy', 'Musical', 'Romance']",3.18,11
637,Sgt. Bilko,1996.0,['Comedy'],3.05,33
640,Diabolique,1996.0,"['Drama', 'Thriller']",2.68,11
647,Courage Under Fire,1996.0,"['Action', 'Crime', 'Drama', 'War']",3.33,29
648,Mission: Impossible,1996.0,"['Action', 'Adventure', 'Mystery', 'Thriller']",3.54,162
653,Dragonheart,1996.0,"['Action', 'Adventure', 'Fantasy']",3.09,65
661,James and the Giant Peach,1996.0,"['Adventure', 'Animation', 'Children', 'Fantasy', 'Musical']",3.45,49
663,Kids in the Hall: Brain Candy,1996.0,['Comedy'],3.29,12
671,Mystery Science Theater 3000: The Movie,1996.0,"['Comedy', 'Sci-Fi']",3.49,36
673,Space Jam,1996.0,"['Adventure', 'Animation', 'Children', 'Comedy', 'Fantasy', 'Sci-Fi']",2.71,53
694,"Substitute, The",1996.0,"['Action', 'Crime', 'Drama']",2.95,11
707,Mulholland Falls,1996.0,"['Crime', 'Drama', 'Thriller']",2.88,21
708,"Truth About Cats & Dogs, The",1996.0,"['Comedy', 'Romance']",3.39,58
709,Oliver & Company,1988.0,"['Adventure', 'Animation', 'Children', 'Comedy', 'Musical']",3.09,11
714,Dead Man,1995.0,"['Drama', 'Mystery', 'Western']",3.97,15
719,Multiplicity,1996.0,['Comedy'],2.84,35
720,Wallace & Gromit: The Best of Aardman Animation,1996.0,"['Adventure', 'Animation', 'Comedy']",4.09,27
724,"Craft, The",1996.0,"['Drama', 'Fantasy', 'Horror', 'Thriller']",3.03,31
733,"Rock, The",1996.0,"['Action', 'Adventure', 'Thriller']",3.64,121
736,Twister,1996.0,"['Action', 'Adventure', 'Romance', 'Thriller']",3.32,123
737,Barb Wire,1996.0,"['Action', 'Sci-Fi']",2.65,20
741,Ghost in the Shell (Kôkaku kidôtai),1995.0,"['Animation', 'Sci-Fi']",4.15,27
742,Thinner,1996.0,"['Horror', 'Thriller']",2.82,11
743,Spy Hard,1996.0,['Comedy'],2.52,29
745,Wallace & Gromit: A Close Shave,1995.0,"['Animation', 'Children', 'Comedy']",3.9,48
748,"Arrival, The",1996.0,"['Action', 'Sci-Fi', 'Thriller']",3.11,22
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964.0,"['Comedy', 'War']",4.27,97
761,"Phantom, The",1996.0,"['Action', 'Adventure']",2.79,19
762,Striptease,1996.0,"['Comedy', 'Crime']",2.41,41
765,Jack,1996.0,"['Comedy', 'Drama']",3.16,19
778,Trainspotting,1996.0,"['Comedy', 'Crime', 'Drama']",4.04,102
780,Independence Day (a.k.a. ID4),1996.0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",3.45,202
783,"Hunchback of Notre Dame, The",1996.0,"['Animation', 'Children', 'Drama', 'Musical', 'Romance']",3.33,47
784,"Cable Guy, The",1996.0,"['Comedy', 'Thriller']",2.81,54
785,Kingpin,1996.0,['Comedy'],3.37,42
786,Eraser,1996.0,"['Action', 'Drama', 'Thriller']",3.11,64
788,"Nutty Professor, The",1996.0,"['Comedy', 'Fantasy', 'Romance', 'Sci-Fi']",2.73,82
798,Daylight,1996.0,"['Action', 'Adventure', 'Drama', 'Thriller']",2.71,12
799,"Frighteners, The",1996.0,"['Comedy', 'Horror', 'Thriller']",3.46,23
800,Lone Star,1996.0,"['Drama', 'Mystery', 'Western']",4.16,19
801,Harriet the Spy,1996.0,"['Children', 'Comedy']",3.14,11
802,Phenomenon,1996.0,"['Drama', 'Romance']",3.34,46
805,"Time to Kill, A",1996.0,"['Drama', 'Thriller']",3.66,35
810,Kazaam,1996.0,"['Children', 'Comedy', 'Fantasy']",2.25,12
830,"First Wives Club, The",1996.0,['Comedy'],3.07,21
832,Ransom,1996.0,"['Crime', 'Thriller']",3.34,37
836,Chain Reaction,1996.0,"['Action', 'Adventure', 'Thriller']",2.88,17
837,Matilda,1996.0,"['Children', 'Comedy', 'Fantasy']",3.27,33
838,Emma,1996.0,"['Comedy', 'Drama', 'Romance']",3.92,30
839,"Crow: City of Angels, The",1996.0,"['Action', 'Thriller']",2.83,15
842,Tales from the Crypt Presents: Bordello of Blood,1996.0,"['Comedy', 'Horror']",2.54,12
849,Escape from L.A.,1996.0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",2.92,44
852,Tin Cup,1996.0,"['Comedy', 'Drama', 'Romance']",3.17,43
858,"Godfather, The",1972.0,"['Crime', 'Drama']",4.29,192
866,Bound,1996.0,"['Crime', 'Drama', 'Romance', 'Thriller']",4.0,23
880,"Island of Dr. Moreau, The",1996.0,"['Sci-Fi', 'Thriller']",2.74,27
892,Twelfth Night,1996.0,"['Comedy', 'Drama', 'Romance']",3.54,13
898,"Philadelphia Story, The",1940.0,"['Comedy', 'Drama', 'Romance']",4.31,29
899,Singin' in the Rain,1952.0,"['Comedy', 'Musical', 'Romance']",4.07,47
900,"American in Paris, An",1951.0,"['Musical', 'Romance']",3.71,12
902,Breakfast at Tiffany's,1961.0,"['Drama', 'Romance']",3.85,36
903,Vertigo,1958.0,"['Drama', 'Mystery', 'Romance', 'Thriller']",4.03,60
904,Rear Window,1954.0,"['Mystery', 'Thriller']",4.26,84
905,It Happened One Night,1934.0,"['Comedy', 'Romance']",4.32,14
908,North by Northwest,1959.0,"['Action', 'Adventure', 'Mystery', 'Romance', 'Thriller']",4.18,57
909,"Apartment, The",1960.0,"['Comedy', 'Drama', 'Romance']",3.96,27
910,Some Like It Hot,1959.0,"['Comedy', 'Crime']",4.01,50
911,Charade,1963.0,"['Comedy', 'Crime', 'Mystery', 'Romance', 'Thriller']",3.81,13
912,Casablanca,1942.0,"['Drama', 'Romance']",4.24,100
913,"Maltese Falcon, The",1941.0,"['Film-Noir', 'Mystery']",4.17,44
914,My Fair Lady,1964.0,"['Comedy', 'Drama', 'Musical', 'Romance']",4.04,35
915,Sabrina,1954.0,"['Comedy', 'Romance']",3.77,30
916,Roman Holiday,1953.0,"['Comedy', 'Drama', 'Romance']",4.06,26
919,"Wizard of Oz, The",1939.0,"['Adventure', 'Children', 'Fantasy', 'Musical']",3.88,92
920,Gone with the Wind,1939.0,"['Drama', 'Romance', 'War']",3.64,45
